Year,Quarter,Month,Product,Region,Sales_Amount
2022,Q4,Month-11,Smartwatch,France,44879
2022,Q4,Month-11,Smartwatch,Japan,11789
2022,Q4,Month-12,Laptop,USA,45165
2022,Q4,Month-12,Laptop,UK,13999
2022,Q4,Month-12,Laptop,Germany,1814
2022,Q4,Month-12,Laptop,France,11541
2022,Q4,Month-12,Laptop,Japan,25938
2022,Q4,Month-12,Smartphone,USA,3443
2022,Q4,Month-12,Smartphone,UK,11457
2022,Q4,Month-12,Smartphone,Germany,11380
2022,Q4,Month-12,Smartphone,France,8783
2022,Q4,Month-12,Smartphone,Japan,45241
2022,Q4,Month-12,Tablet,USA,18368
2022,Q4,Month-12,Tablet,UK,16328
2022,Q4,Month-12,Tablet,Germany,27215
2022,Q4,Month-12,Tablet,France,34595
2022,Q4,Month-12,Tablet,Japan,28306
2022,Q4,Month-12,Headphones,USA,20915
2022,Q4,Month-12,Headphones,UK,40915
2022,Q4,Month-12,Headphones,Germany,38219
2022,Q4,Month-12,Headphones,France,16343
2022,Q4,Month-12,Headphones,Japan,47403
2022,Q4,Month-12,Smartwatch,USA,39727
2022,Q4,Month-12,Smartwatch,UK,1126
2022,Q4,Month-12,Smartwatch,Germany,28632
2022,Q4,Month-12,Smartwatch,France,42563
2022,Q4,Month-12,Smartwatch,Japan,45409
2023,Q1,Month-1,Laptop,USA,21530
2023,Q1,Month-1,Laptop,UK,40964
2023,Q1,Month-1,Laptop,Germany,45327
2023,Q1,Month-1,Laptop,France,4368
2023,Q1,Month-1,Laptop,Japan,4797
2023,Q1,Month-1,Smartphone,USA,48882
2023,Q1,Month-1,Smartphone,UK,14718
2023,Q1,Month-1,Smartphone,Germany,35560
2023,Q1,Month-1,Smartphone,France,12053
2023,Q1,Month-1,Smartphone,Japan,23116
2023,Q1,Month-1,Tablet,USA,37244
2023,Q1,Month-1,Tablet,UK,37185
2023,Q1,Month-1,Tablet,Germany,2645
2023,Q1,Month-1,Tablet,France,48523
2023,Q1,Month-1,Tablet,Japan,20256
2023,Q1,Month-1,Headphones,USA,36840
2023,Q1,Month-1,Headphones,UK,35622
2023,Q1,Month-1,Headphones,Germany,38430
2023,Q1,Month-1,Headphones,France,40282
2023,Q1,Month-1,Headphones,Japan,3708
2023,Q1,Month-1,Smartwatch,USA,12694
2023,Q1,Month-1,Smartwatch,UK,10524
2023,Q1,Month-1,Smartwatch,Germany,32880
2023,Q1,Month-1,Smartwatch,France,40224
2023,Q1,Month-1,Smartwatch,Japan,37980
2023,Q1,Month-2,Laptop,USA,33409
2023,Q1,Month-2,Laptop,UK,14224
2023,Q1,Month-2,Laptop,Germany,41738
2023,Q1,Month-2,Laptop,France,26150
2023,Q1,Month-2,Laptop,Japan,35393
2023,Q1,Month-2,Smartphone,USA,44082
2023,Q1,Month-2,Smartphone,UK,8973
2023,Q1,Month-2,Smartphone,Germany,9577
2023,Q1,Month-2,Smartphone,France,9070
2023,Q1,Month-2,Smartphone,Japan,9666
2023,Q1,Month-2,Tablet,USA,37368
2023,Q1,Month-2,Tablet,UK,7783
2023,Q1,Month-2,Tablet,Germany,46994
2023,Q1,Month-2,Tablet,France,42914
2023,Q1,Month-2,Tablet,Japan,5971
2023,Q1,Month-2,Headphones,USA,14490
2023,Q1,Month-2,Headphones,UK,46719
2023,Q1,Month-2,Headphones,Germany,46080
2023,Q1,Month-2,Headphones,France,2990
2023,Q1,Month-2,Headphones,Japan,6299
2023,Q1,Month-2,Smartwatch,USA,46765
2023,Q1,Month-2,Smartwatch,UK,20956
2023,Q1,Month-2,Smartwatch,Germany,23359
2023,Q1,Month-2,Smartwatch,France,47240
2023,Q1,Month-2,Smartwatch,Japan,38148
2023,Q1,Month-3,Laptop,USA,29734
2023,Q1,Month-3,Laptop,UK,5757
2023,Q1,Month-3,Laptop,Germany,20097
2023,Q1,Month-3,Laptop,France,11395
2023,Q1,Month-3,Laptop,Japan,17241
2023,Q1,Month-3,Smartphone,USA,39356
2023,Q1,Month-3,Smartphone,UK,28696
2023,Q1,Month-3,Smartphone,Germany,5944
2023,Q1,Month-3,Smartphone,France,47163
2023,Q1,Month-3,Smartphone,Japan,20816
2023,Q1,Month-3,Tablet,USA,38011
2023,Q1,Month-3,Tablet,UK,25917
2023,Q1,Month-3,Tablet,Germany,32195
2023,Q1,Month-3,Tablet,France,22566
2023,Q1,Month-3,Tablet,Japan,10916
2023,Q1,Month-3,Headphones,USA,21806
2023,Q1,Month-3,Headphones,UK,10984
2023,Q1,Month-3,Headphones,Germany,2759
2023,Q1,Month-3,Headphones,France,42949
2023,Q1,Month-3,Headphones,Japan,27838
2023,Q1,Month-3,Smartwatch,USA,3482
2023,Q1,Month-3,Smartwatch,UK,25442
2023,Q1,Month-3,Smartwatch,Germany,34719
2023,Q1,Month-3,Smartwatch,France,28965
2023,Q1,Month-3,Smartwatch,Japan,3079
2023,Q1,Month-4,Laptop,USA,3717
2023,Q1,Month-4,Laptop,UK,28952
2023,Q1,Month-4,Laptop,Germany,21908
2023,Q1,Month-4,Laptop,France,43460
2023,Q1,Month-4,Laptop,Japan,25861
2023,Q1,Month-4,Smartphone,USA,8311
2023,Q1,Month-4,Smartphone,UK,29071
2023,Q1,Month-4,Smartphone,Germany,24570
2023,Q1,Month-4,Smartphone,France,19449
2023,Q1,Month-4,Smartphone,Japan,34536
2023,Q1,Month-4,Tablet,USA,39258
2023,Q1,Month-4,Tablet,UK,49302
2023,Q1,Month-4,Tablet,Germany,29865
2023,Q1,Month-4,Tablet,France,7645
2023,Q1,Month-4,Tablet,Japan,39000
2023,Q1,Month-4,Headphones,USA,27737
2023,Q1,Month-4,Headphones,UK,12485
2023,Q1,Month-4,Headphones,Germany,39565
2023,Q1,Month-4,Headphones,France,26522
2023,Q1,Month-4,Headphones,Japan,13342
2023,Q1,Month-4,Smartwatch,USA,41806
2023,Q1,Month-4,Smartwatch,UK,49770
2023,Q1,Month-4,Smartwatch,Germany,14087
2023,Q1,Month-4,Smartwatch,France,38641
2023,Q1,Month-4,Smartwatch,Japan,35249
2023,Q1,Month-5,Laptop,USA,11093
2023,Q1,Month-5,Laptop,UK,48190
2023,Q1,Month-5,Laptop,Germany,17438
2023,Q1,Month-5,Laptop,France,41411
2023,Q1,Month-5,Laptop,Japan,27399
2023,Q1,Month-5,Smartphone,USA,20846
2023,Q1,Month-5,Smartphone,UK,16708
2023,Q1,Month-5,Smartphone,Germany,45039
2023,Q1,Month-5,Smartphone,France,46368
2023,Q1,Month-5,Smartphone,Japan,11998
2023,Q1,Month-5,Tablet,USA,48063
2023,Q1,Month-5,Tablet,UK,31678
2023,Q1,Month-5,Tablet,Germany,11682
2023,Q1,Month-5,Tablet,France,9519
2023,Q1,Month-5,Tablet,Japan,32480
2023,Q1,Month-5,Headphones,USA,20694
2023,Q1,Month-5,Headphones,UK,4300
2023,Q1,Month-5,Headphones,Germany,7722
2023,Q1,Month-5,Headphones,France,40986
2023,Q1,Month-5,Headphones,Japan,25160
2023,Q1,Month-5,Smartwatch,USA,21059
2023,Q1,Month-5,Smartwatch,UK,36822
2023,Q1,Month-5,Smartwatch,Germany,14575
2023,Q1,Month-5,Smartwatch,France,8970
2023,Q1,Month-5,Smartwatch,Japan,35911
2023,Q1,Month-6,Laptop,USA,22591
2023,Q1,Month-6,Laptop,UK,32821
2023,Q1,Month-6,Laptop,Germany,10503
2023,Q1,Month-6,Laptop,France,48917
2023,Q1,Month-6,Laptop,Japan,19922
2023,Q1,Month-6,Smartphone,USA,13175
2023,Q1,Month-6,Smartphone,UK,42124
2023,Q1,Month-6,Smartphone,Germany,22389
2023,Q1,Month-6,Smartphone,France,48838
2023,Q1,Month-6,Smartphone,Japan,1822
2023,Q1,Month-6,Tablet,USA,18327
2023,Q1,Month-6,Tablet,UK,48057
2023,Q1,Month-6,Tablet,Germany,7150
2023,Q1,Month-6,Tablet,France,5425
2023,Q1,Month-6,Tablet,Japan,17032
2023,Q1,Month-6,Headphones,USA,3198
2023,Q1,Month-6,Headphones,UK,21079
2023,Q1,Month-6,Headphones,Germany,37220
2023,Q1,Month-6,Headphones,France,42874
2023,Q1,Month-6,Headphones,Japan,14859
2023,Q1,Month-6,Smartwatch,USA,32419
2023,Q1,Month-6,Smartwatch,UK,9705
2023,Q1,Month-6,Smartwatch,Germany,43880
2023,Q1,Month-6,Smartwatch,France,24236
2023,Q1,Month-6,Smartwatch,Japan,23419
2023,Q1,Month-7,Laptop,USA,20978
2023,Q1,Month-7,Laptop,UK,38609
2023,Q1,Month-7,Laptop,Germany,16358
2023,Q1,Month-7,Laptop,France,35177
2023,Q1,Month-7,Laptop,Japan,30378
2023,Q1,Month-7,Smartphone,USA,38334
2023,Q1,Month-7,Smartphone,UK,12382
2023,Q1,Month-7,Smartphone,Germany,15596
2023,Q1,Month-7,Smartphone,France,34572
2023,Q1,Month-7,Smartphone,Japan,14221
2023,Q1,Month-7,Tablet,USA,2279
2023,Q1,Month-7,Tablet,UK,46960
2023,Q1,Month-7,Tablet,Germany,8083
2023,Q1,Month-7,Tablet,France,44861
2023,Q1,Month-7,Tablet,Japan,18771
2023,Q1,Month-7,Headphones,USA,30975
2023,Q1,Month-7,Headphones,UK,46648
2023,Q1,Month-7,Headphones,Germany,49285
2023,Q1,Month-7,Headphones,France,20063
2023,Q1,Month-7,Headphones,Japan,3106
2023,Q1,Month-7,Smartwatch,USA,25557
2023,Q1,Month-7,Smartwatch,UK,49854
2023,Q1,Month-7,Smartwatch,Germany,21607
2023,Q1,Month-7,Smartwatch,France,38599
2023,Q1,Month-7,Smartwatch,Japan,29529
2023,Q1,Month-8,Laptop,USA,36954
2023,Q1,Month-8,Laptop,UK,28856
2023,Q1,Month-8,Laptop,Germany,3573
2023,Q1,Month-8,Laptop,France,13808
2023,Q1,Month-8,Laptop,Japan,36367
2023,Q1,Month-8,Smartphone,USA,37801
2023,Q1,Month-8,Smartphone,UK,42196
2023,Q1,Month-8,Smartphone,Germany,35072
2023,Q1,Month-8,Smartphone,France,24752
2023,Q1,Month-8,Smartphone,Japan,18685
2023,Q1,Month-8,Tablet,USA,42401
2023,Q1,Month-8,Tablet,UK,12372
2023,Q1,Month-8,Tablet,Germany,9996
2023,Q1,Month-8,Tablet,France,17458
2023,Q1,Month-8,Tablet,Japan,32889
2023,Q1,Month-8,Headphones,USA,27665
2023,Q1,Month-8,Headphones,UK,39243
2023,Q1,Month-8,Headphones,Germany,32653
2023,Q1,Month-8,Headphones,France,27657
2023,Q1,Month-8,Headphones,Japan,40952
2023,Q1,Month-8,Smartwatch,USA,23180
2023,Q1,Month-8,Smartwatch,UK,32896
2023,Q1,Month-8,Smartwatch,Germany,13875
2023,Q1,Month-8,Smartwatch,France,2622
2023,Q1,Month-8,Smartwatch,Japan,49756
2023,Q1,Month-9,Laptop,USA,41809
2023,Q1,Month-9,Laptop,UK,17725
2023,Q1,Month-9,Laptop,Germany,41760
2023,Q1,Month-9,Laptop,France,16646
2023,Q1,Month-9,Laptop,Japan,18029
2023,Q1,Month-9,Smartphone,USA,30402
2023,Q1,Month-9,Smartphone,UK,5263
2023,Q1,Month-9,Smartphone,Germany,31987
2023,Q1,Month-9,Smartphone,France,47828
2023,Q1,Month-9,Smartphone,Japan,48924
2023,Q1,Month-9,Tablet,USA,9646
2023,Q1,Month-9,Tablet,UK,28529
2023,Q1,Month-9,Tablet,Germany,12664
2023,Q1,Month-9,Tablet,France,36737
2023,Q1,Month-9,Tablet,Japan,36796
2023,Q1,Month-9,Headphones,USA,25027
2023,Q1,Month-9,Headphones,UK,30373
2023,Q1,Month-9,Headphones,Germany,37397
2023,Q1,Month-9,Headphones,France,21609
2023,Q1,Month-9,Headphones,Japan,36835
2023,Q1,Month-9,Smartwatch,USA,39709
2023,Q1,Month-9,Smartwatch,UK,20250
2023,Q1,Month-9,Smartwatch,Germany,22172
2023,Q1,Month-9,Smartwatch,France,12555
2023,Q1,Month-9,Smartwatch,Japan,22874
2023,Q1,Month-10,Laptop,USA,14081
2023,Q1,Month-10,Laptop,UK,25063
2023,Q1,Month-10,Laptop,Germany,7819
2023,Q1,Month-10,Laptop,France,26712
2023,Q1,Month-10,Laptop,Japan,25762
2023,Q1,Month-10,Smartphone,USA,12046
2023,Q1,Month-10,Smartphone,UK,32463
2023,Q1,Month-10,Smartphone,Germany,29769
2023,Q1,Month-10,Smartphone,France,24150
2023,Q1,Month-10,Smartphone,Japan,3711
2023,Q1,Month-10,Tablet,USA,5853
2023,Q1,Month-10,Tablet,UK,30077
2023,Q1,Month-10,Tablet,Germany,24863
2023,Q1,Month-10,Tablet,France,22792
2023,Q1,Month-10,Tablet,Japan,41483
2023,Q1,Month-10,Headphones,USA,9942
2023,Q1,Month-10,Headphones,UK,49275
2023,Q1,Month-10,Headphones,Germany,49594
2023,Q1,Month-10,Headphones,France,2762
2023,Q1,Month-10,Headphones,Japan,32987
2023,Q1,Month-10,Smartwatch,USA,16850
2023,Q1,Month-10,Smartwatch,UK,13112
2023,Q1,Month-10,Smartwatch,Germany,25058
2023,Q1,Month-10,Smartwatch,France,46420
2023,Q1,Month-10,Smartwatch,Japan,39890
2023,Q1,Month-11,Laptop,USA,1481
2023,Q1,Month-11,Laptop,UK,48304
2023,Q1,Month-11,Laptop,Germany,33921
2023,Q1,Month-11,Laptop,France,41385
2023,Q1,Month-11,Laptop,Japan,2524
2023,Q1,Month-11,Smartphone,USA,35888
2023,Q1,Month-11,Smartphone,UK,16048
2023,Q1,Month-11,Smartphone,Germany,36111
2023,Q1,Month-11,Smartphone,France,38904
2023,Q1,Month-11,Smartphone,Japan,35008
2023,Q1,Month-11,Tablet,USA,1060
2023,Q1,Month-11,Tablet,UK,10130
2023,Q1,Month-11,Tablet,Germany,19023
2023,Q1,Month-11,Tablet,France,46080
2023,Q1,Month-11,Tablet,Japan,14350
2023,Q1,Month-11,Headphones,USA,25354
2023,Q1,Month-11,Headphones,UK,46186
2023,Q1,Month-11,Headphones,Germany,29145
2023,Q1,Month-11,Headphones,France,35020
2023,Q1,Month-11,Headphones,Japan,21587
2023,Q1,Month-11,Smartwatch,USA,42131
2023,Q1,Month-11,Smartwatch,UK,10650
2023,Q1,Month-11,Smartwatch,Germany,20933
2023,Q1,Month-11,Smartwatch,France,21581
2023,Q1,Month-11,Smartwatch,Japan,24393
2023,Q1,Month-12,Laptop,USA,24051
2023,Q1,Month-12,Laptop,UK,27212
2023,Q1,Month-12,Laptop,Germany,5090
2023,Q1,Month-12,Laptop,France,7960
2023,Q1,Month-12,Laptop,Japan,36772
2023,Q1,Month-12,Smartphone,USA,22520
2023,Q1,Month-12,Smartphone,UK,37408
2023,Q1,Month-12,Smartphone,Germany,29470
2023,Q1,Month-12,Smartphone,France,21491
2023,Q1,Month-12,Smartphone,Japan,2341
2023,Q1,Month-12,Tablet,USA,45623
2023,Q1,Month-12,Tablet,UK,25791
2023,Q1,Month-12,Tablet,Germany,1338
2023,Q1,Month-12,Tablet,France,6895
2023,Q1,Month-12,Tablet,Japan,13254
2023,Q1,Month-12,Headphones,USA,12344
2023,Q1,Month-12,Headphones,UK,2750
2023,Q1,Month-12,Headphones,Germany,3421
2023,Q1,Month-12,Headphones,France,40887
2023,Q1,Month-12,Headphones,Japan,6319
2023,Q1,Month-12,Smartwatch,USA,16896
2023,Q1,Month-12,Smartwatch,UK,12918
2023,Q1,Month-12,Smartwatch,Germany,26064
2023,Q1,Month-12,Smartwatch,France,47617
2023,Q1,Month-12,Smartwatch,Japan,28935
2023,Q2,Month-1,Laptop,USA,38641
2023,Q2,Month-1,Laptop,UK,30711
2023,Q2,Month-1,Laptop,Germany,5806
2023,Q2,Month-1,Laptop,France,42360
2023,Q2,Month-1,Laptop,Japan,13182
2023,Q2,Month-1,Smartphone,USA,23297
2023,Q2,Month-1,Smartphone,UK,20541
2023,Q2,Month-1,Smartphone,Germany,29921
2023,Q2,Month-1,Smartphone,France,17774
2023,Q2,Month-1,Smartphone,Japan,45813
2023,Q2,Month-1,Tablet,USA,38198
2023,Q2,Month-1,Tablet,UK,9820
2023,Q2,Month-1,Tablet,Germany,25070
2023,Q2,Month-1,Tablet,France,5232
2023,Q2,Month-1,Tablet,Japan,12122
2023,Q2,Month-1,Headphones,USA,16023
2023,Q2,Month-1,Headphones,UK,9007
2023,Q2,Month-1,Headphones,Germany,18905
2023,Q2,Month-1,Headphones,France,42786
2023,Q2,Month-1,Headphones,Japan,30398
2023,Q2,Month-1,Smartwatch,USA,35268
2023,Q2,Month-1,Smartwatch,UK,7737
2023,Q2,Month-1,Smartwatch,Germany,37062
2023,Q2,Month-1,Smartwatch,France,26510
2023,Q2,Month-1,Smartwatch,Japan,20426
2023,Q2,Month-2,Laptop,USA,38265
2023,Q2,Month-2,Laptop,UK,18850
2023,Q2,Month-2,Laptop,Germany,1614
2023,Q2,Month-2,Laptop,France,22776
2023,Q2,Month-2,Laptop,Japan,25077
2023,Q2,Month-2,Smartphone,USA,10374
2023,Q2,Month-2,Smartphone,UK,36435
2023,Q2,Month-2,Smartphone,Germany,31907
2023,Q2,Month-2,Smartphone,France,14409
2023,Q2,Month-2,Smartphone,Japan,17514
2023,Q2,Month-2,Tablet,USA,30866
2023,Q2,Month-2,Tablet,UK,3983
2023,Q2,Month-2,Tablet,Germany,32705
2023,Q2,Month-2,Tablet,France,21662
2023,Q2,Month-2,Tablet,Japan,24510
2023,Q2,Month-2,Headphones,USA,13651
2023,Q2,Month-2,Headphones,UK,41998
2023,Q2,Month-2,Headphones,Germany,29535
2023,Q2,Month-2,Headphones,France,7640
2023,Q2,Month-2,Headphones,Japan,45547
2023,Q2,Month-2,Smartwatch,USA,16317
2023,Q2,Month-2,Smartwatch,UK,8564
2023,Q2,Month-2,Smartwatch,Germany,28345
2023,Q2,Month-2,Smartwatch,France,49288
2023,Q2,Month-2,Smartwatch,Japan,29687
2023,Q2,Month-3,Laptop,USA,14737
2023,Q2,Month-3,Laptop,UK,10323
2023,Q2,Month-3,Laptop,Germany,16229
2023,Q2,Month-3,Laptop,France,45481
2023,Q2,Month-3,Laptop,Japan,9502
2023,Q2,Month-3,Smartphone,USA,1545
2023,Q2,Month-3,Smartphone,UK,38114
2023,Q2,Month-3,Smartphone,Germany,30430
2023,Q2,Month-3,Smartphone,France,10996
2023,Q2,Month-3,Smartphone,Japan,28788
2023,Q2,Month-3,Tablet,USA,30969
2023,Q2,Month-3,Tablet,UK,49543
2023,Q2,Month-3,Tablet,Germany,14919
2023,Q2,Month-3,Tablet,France,4810
2023,Q2,Month-3,Tablet,Japan,31586
2023,Q2,Month-3,Headphones,USA,40974
2023,Q2,Month-3,Headphones,UK,42773
2023,Q2,Month-3,Headphones,Germany,17371
2023,Q2,Month-3,Headphones,France,46084
2023,Q2,Month-3,Headphones,Japan,30629
2023,Q2,Month-3,Smartwatch,USA,9436
2023,Q2,Month-3,Smartwatch,UK,13984
2023,Q2,Month-3,Smartwatch,Germany,34039
2023,Q2,Month-3,Smartwatch,France,20895
2023,Q2,Month-3,Smartwatch,Japan,19155
2023,Q2,Month-4,Laptop,USA,11616
2023,Q2,Month-4,Laptop,UK,38129
2023,Q2,Month-4,Laptop,Germany,40837
2023,Q2,Month-4,Laptop,France,25574
2023,Q2,Month-4,Laptop,Japan,4430
2023,Q2,Month-4,Smartphone,USA,13676
2023,Q2,Month-4,Smartphone,UK,11816
2023,Q2,Month-4,Smartphone,Germany,33733
2023,Q2,Month-4,Smartphone,France,21144
2023,Q2,Month-4,Smartphone,Japan,3050
2023,Q2,Month-4,Tablet,USA,45460
2023,Q2,Month-4,Tablet,UK,34933
2023,Q2,Month-4,Tablet,Germany,25951
2023,Q2,Month-4,Tablet,France,33413
2023,Q2,Month-4,Tablet,Japan,35801
2023,Q2,Month-4,Headphones,USA,33913
2023,Q2,Month-4,Headphones,UK,48037
2023,Q2,Month-4,Headphones,Germany,41600
2023,Q2,Month-4,Headphones,France,26280
2023,Q2,Month-4,Headphones,Japan,25557
2023,Q2,Month-4,Smartwatch,USA,48054
2023,Q2,Month-4,Smartwatch,UK,36400
2023,Q2,Month-4,Smartwatch,Germany,5494
2023,Q2,Month-4,Smartwatch,France,16152
2023,Q2,Month-4,Smartwatch,Japan,24895
2023,Q2,Month-5,Laptop,USA,10155
2023,Q2,Month-5,Laptop,UK,32883
2023,Q2,Month-5,Laptop,Germany,44194
2023,Q2,Month-5,Laptop,France,44001
2023,Q2,Month-5,Laptop,Japan,2828
2023,Q2,Month-5,Smartphone,USA,46028
2023,Q2,Month-5,Smartphone,UK,42898
2023,Q2,Month-5,Smartphone,Germany,33123
2023,Q2,Month-5,Smartphone,France,38573
2023,Q2,Month-5,Smartphone,Japan,1806
2023,Q2,Month-5,Tablet,USA,41970
2023,Q2,Month-5,Tablet,UK,30757
2023,Q2,Month-5,Tablet,Germany,35636
2023,Q2,Month-5,Tablet,France,15561
2023,Q2,Month-5,Tablet,Japan,49280
2023,Q2,Month-5,Headphones,USA,25262
2023,Q2,Month-5,Headphones,UK,15899
2023,Q2,Month-5,Headphones,Germany,49988
2023,Q2,Month-5,Headphones,France,16934
2023,Q2,Month-5,Headphones,Japan,39197
2023,Q2,Month-5,Smartwatch,USA,42844
2023,Q2,Month-5,Smartwatch,UK,37332
2023,Q2,Month-5,Smartwatch,Germany,35157
2023,Q2,Month-5,Smartwatch,France,12593
2023,Q2,Month-5,Smartwatch,Japan,41042
2023,Q2,Month-6,Laptop,USA,18320
2023,Q2,Month-6,Laptop,UK,28376
2023,Q2,Month-6,Laptop,Germany,44513
2023,Q2,Month-6,Laptop,France,15199
2023,Q2,Month-6,Laptop,Japan,16876
2023,Q2,Month-6,Smartphone,USA,9245
2023,Q2,Month-6,Smartphone,UK,8214
2023,Q2,Month-6,Smartphone,Germany,1726
2023,Q2,Month-6,Smartphone,France,47600
2023,Q2,Month-6,Smartphone,Japan,12362
2023,Q2,Month-6,Tablet,USA,19297
2023,Q2,Month-6,Tablet,UK,31448
2023,Q2,Month-6,Tablet,Germany,27172
2023,Q2,Month-6,Tablet,France,43874
2023,Q2,Month-6,Tablet,Japan,8657
2023,Q2,Month-6,Headphones,USA,19850
2023,Q2,Month-6,Headphones,UK,26425
2023,Q2,Month-6,Headphones,Germany,27685
2023,Q2,Month-6,Headphones,France,48319
2023,Q2,Month-6,Headphones,Japan,25578
2023,Q2,Month-6,Smartwatch,USA,29831
2023,Q2,Month-6,Smartwatch,UK,8906
2023,Q2,Month-6,Smartwatch,Germany,8287
2023,Q2,Month-6,Smartwatch,France,34660
2023,Q2,Month-6,Smartwatch,Japan,11222
2023,Q2,Month-7,Laptop,USA,38443
2023,Q2,Month-7,Laptop,UK,35701
2023,Q2,Month-7,Laptop,Germany,18764
2023,Q2,Month-7,Laptop,France,45641
2023,Q2,Month-7,Laptop,Japan,18674
2023,Q2,Month-7,Smartphone,USA,19024
2023,Q2,Month-7,Smartphone,UK,47007
2023,Q2,Month-7,Smartphone,Germany,24874
2023,Q2,Month-7,Smartphone,France,44642
2023,Q2,Month-7,Smartphone,Japan,33284
2023,Q2,Month-7,Tablet,USA,18602
2023,Q2,Month-7,Tablet,UK,38784
2023,Q2,Month-7,Tablet,Germany,24265
2023,Q2,Month-7,Tablet,France,26931
2023,Q2,Month-7,Tablet,Japan,29841
2023,Q2,Month-7,Headphones,USA,30192
2023,Q2,Month-7,Headphones,UK,47542
2023,Q2,Month-7,Headphones,Germany,43520
2023,Q2,Month-7,Headphones,France,16585
2023,Q2,Month-7,Headphones,Japan,26559
2023,Q2,Month-7,Smartwatch,USA,41059
2023,Q2,Month-7,Smartwatch,UK,34742
2023,Q2,Month-7,Smartwatch,Germany,5133
2023,Q2,Month-7,Smartwatch,France,15663
2023,Q2,Month-7,Smartwatch,Japan,22754
2023,Q2,Month-8,Laptop,USA,4972
2023,Q2,Month-8,Laptop,UK,6295
2023,Q2,Month-8,Laptop,Germany,47681
2023,Q2,Month-8,Laptop,France,42873
2023,Q2,Month-8,Laptop,Japan,30125
2023,Q2,Month-8,Smartphone,USA,41996
2023,Q2,Month-8,Smartphone,UK,10903
2023,Q2,Month-8,Smartphone,Germany,4020
2023,Q2,Month-8,Smartphone,France,42755
2023,Q2,Month-8,Smartphone,Japan,21420
2023,Q2,Month-8,Tablet,USA,22452
2023,Q2,Month-8,Tablet,UK,46648
2023,Q2,Month-8,Tablet,Germany,39001
2023,Q2,Month-8,Tablet,France,10516
2023,Q2,Month-8,Tablet,Japan,48327
2023,Q2,Month-8,Headphones,USA,3396
2023,Q2,Month-8,Headphones,UK,19546
2023,Q2,Month-8,Headphones,Germany,20129
2023,Q2,Month-8,Headphones,France,2591
2023,Q2,Month-8,Headphones,Japan,12303
2023,Q2,Month-8,Smartwatch,USA,31561
2023,Q2,Month-8,Smartwatch,UK,7183
2023,Q2,Month-8,Smartwatch,Germany,27572
2023,Q2,Month-8,Smartwatch,France,35080
2023,Q2,Month-8,Smartwatch,Japan,21695
2023,Q2,Month-9,Laptop,USA,8314
2023,Q2,Month-9,Laptop,UK,20623
2023,Q2,Month-9,Laptop,Germany,3139
2023,Q2,Month-9,Laptop,France,48456
2023,Q2,Month-9,Laptop,Japan,32290
2023,Q2,Month-9,Smartphone,USA,19088
2023,Q2,Month-9,Smartphone,UK,40692
2023,Q2,Month-9,Smartphone,Germany,34130
2023,Q2,Month-9,Smartphone,France,33088
2023,Q2,Month-9,Smartphone,Japan,27292
2023,Q2,Month-9,Tablet,USA,47249
2023,Q2,Month-9,Tablet,UK,21670
2023,Q2,Month-9,Tablet,Germany,4738
2023,Q2,Month-9,Tablet,France,3469
2023,Q2,Month-9,Tablet,Japan,23534
2023,Q2,Month-9,Headphones,USA,49874
2023,Q2,Month-9,Headphones,UK,10017
2023,Q2,Month-9,Headphones,Germany,3808
2023,Q2,Month-9,Headphones,France,48638
2023,Q2,Month-9,Headphones,Japan,13713
2023,Q2,Month-9,Smartwatch,USA,41329
2023,Q2,Month-9,Smartwatch,UK,3719
2023,Q2,Month-9,Smartwatch,Germany,23890
2023,Q2,Month-9,Smartwatch,France,12700
2023,Q2,Month-9,Smartwatch,Japan,37509
2023,Q2,Month-10,Laptop,USA,43534
2023,Q2,Month-10,Laptop,UK,37766
2023,Q2,Month-10,Laptop,Germany,27705
2023,Q2,Month-10,Laptop,France,19787
2023,Q2,Month-10,Laptop,Japan,49845
2023,Q2,Month-10,Smartphone,USA,27588
2023,Q2,Month-10,Smartphone,UK,27123
2023,Q2,Month-10,Smartphone,Germany,34062
2023,Q2,Month-10,Smartphone,France,11177
2023,Q2,Month-10,Smartphone,Japan,22727
2023,Q2,Month-10,Tablet,USA,31220
2023,Q2,Month-10,Tablet,UK,10882
2023,Q2,Month-10,Tablet,Germany,2136
2023,Q2,Month-10,Tablet,France,35832
2023,Q2,Month-10,Tablet,Japan,32966
2023,Q2,Month-10,Headphones,USA,8009
2023,Q2,Month-10,Headphones,UK,13987
2023,Q2,Month-10,Headphones,Germany,38311
2023,Q2,Month-10,Headphones,France,32575
2023,Q2,Month-10,Headphones,Japan,2007
2023,Q2,Month-10,Smartwatch,USA,6445
2023,Q2,Month-10,Smartwatch,UK,11706
2023,Q2,Month-10,Smartwatch,Germany,48517
2023,Q2,Month-10,Smartwatch,France,45486
2023,Q2,Month-10,Smartwatch,Japan,30257
2023,Q2,Month-11,Laptop,USA,22736
2023,Q2,Month-11,Laptop,UK,43207
2023,Q2,Month-11,Laptop,Germany,14281
2023,Q2,Month-11,Laptop,France,2435
2023,Q2,Month-11,Laptop,Japan,34339
2023,Q2,Month-11,Smartphone,USA,36150
2023,Q2,Month-11,Smartphone,UK,26821
2023,Q2,Month-11,Smartphone,Germany,27660
2023,Q2,Month-11,Smartphone,France,6084
2023,Q2,Month-11,Smartphone,Japan,17661
