,order_id,shop_guid,app_source,order_time,distance_km,prep_time_sec,traffic_sec,rain_flag,queue_size,prep_ahead_sec,eta_actual_min
498,ORD10498,SHOP_B,Robinhood,2025-04-27 13:53:00,4.34,1011,402,0,230,168246,2824.9
159,ORD10159,SHOP_B,GrabFood,2025-04-27 13:54:00,3.72,745,1022,0,231,169257,2850.7
169,ORD10169,SHOP_B,Robinhood,2025-04-27 13:54:00,6.68,763,244,0,232,170002,2847.6
411,ORD10411,SHOP_B,ShopeeFood,2025-04-27 13:54:00,1.8,944,1727,0,233,170765,2891.6
828,ORD10828,SHOP_B,GrabFood,2025-04-27 13:55:00,2.08,717,760,0,234,171709,2892.6
614,ORD10614,SHOP_B,ShopeeFood,2025-04-27 13:56:00,4.35,1100,1169,0,235,172426,2907.5
766,ORD10766,SHOP_B,GrabFood,2025-04-27 13:56:00,4.39,644,650,0,236,173526,2913.2
36,ORD10036,SHOP_B,LINE_MAN,2025-04-27 13:58:00,1.47,523,311,1,237,174170,2919.4
947,ORD10947,SHOP_B,GrabFood,2025-04-27 13:58:00,0.74,638,608,1,238,174693,2931.0
1,ORD10001,SHOP_C,Robinhood,2025-04-27 10:05:00,3.86,600,778,1,0,0,21.6
466,ORD10466,SHOP_C,GrabFood,2025-04-27 10:06:00,0.5,948,911,0,1,600,41.1
561,ORD10561,SHOP_C,GrabFood,2025-04-27 10:07:00,1.99,808,1228,0,2,1548,60.7
777,ORD10777,SHOP_C,Robinhood,2025-04-27 10:07:00,3.02,555,1522,0,3,2356,67.7
243,ORD10243,SHOP_C,Robinhood,2025-04-27 10:08:00,5.13,376,1546,1,4,2911,79.0
255,ORD10255,SHOP_C,ShopeeFood,2025-04-27 10:12:00,6.39,275,1516,1,5,3287,80.5
270,ORD10270,SHOP_C,Robinhood,2025-04-27 10:12:00,6.39,698,682,1,6,3562,82.5
344,ORD10344,SHOP_C,LINE_MAN,2025-04-27 10:12:00,4.77,405,936,0,7,4260,90.9
266,ORD10266,SHOP_C,LINE_MAN,2025-04-27 10:13:00,4.56,1199,588,0,8,4665,103.2
501,ORD10501,SHOP_C,LINE_MAN,2025-04-27 10:13:00,4.94,379,438,0,9,5864,112.3
606,ORD10606,SHOP_C,Robinhood,2025-04-27 10:13:00,6.02,548,1582,1,10,6243,141.4
513,ORD10513,SHOP_C,GrabFood,2025-04-27 10:14:00,7.12,1173,1569,1,11,6791,161.9
894,ORD10894,SHOP_C,ShopeeFood,2025-04-27 10:14:00,3.27,874,1788,1,12,7964,175.9
896,ORD10896,SHOP_C,ShopeeFood,2025-04-27 10:14:00,1.68,460,958,1,13,8838,169.0
973,ORD10973,SHOP_C,ShopeeFood,2025-04-27 10:15:00,1.49,572,447,0,14,9298,172.8
641,ORD10641,SHOP_C,GrabFood,2025-04-27 10:16:00,7.8,362,661,0,15,9870,178.9
834,ORD10834,SHOP_C,Robinhood,2025-04-27 10:16:00,3.72,1125,1393,0,16,10232,212.7
131,ORD10131,SHOP_C,ShopeeFood,2025-04-27 10:20:00,2.62,565,839,0,17,11357,207.6
757,ORD10757,SHOP_C,LINE_MAN,2025-04-27 10:20:00,4.69,431,1769,0,18,11922,237.3
293,ORD10293,SHOP_C,GrabFood,2025-04-27 10:22:00,3.76,1076,874,0,19,12353,239.2
544,ORD10544,SHOP_C,ShopeeFood,2025-04-27 10:27:00,1.23,388,1318,1,20,13429,254.1
895,ORD10895,SHOP_C,Robinhood,2025-04-27 10:27:00,3.81,445,837,0,21,13817,251.3
885,ORD10885,SHOP_C,GrabFood,2025-04-27 10:28:00,1.03,497,1325,0,22,14262,269.9
486,ORD10486,SHOP_C,GrabFood,2025-04-27 10:29:00,2.36,593,627,1,23,14759,265.5
863,ORD10863,SHOP_C,ShopeeFood,2025-04-27 10:29:00,5.95,1146,862,0,24,15352,288.6
334,ORD10334,SHOP_C,GrabFood,2025-04-27 10:30:00,1.14,578,1771,1,25,16498,318.8
404,ORD10404,SHOP_C,ShopeeFood,2025-04-27 10:31:00,0.74,1005,819,0,26,17076,312.4
313,ORD10313,SHOP_C,Robinhood,2025-04-27 10:32:00,2.78,383,929,0,27,18081,327.0
708,ORD10708,SHOP_C,ShopeeFood,2025-04-27 10:32:00,5.3,903,670,0,28,18464,325.9
801,ORD10801,SHOP_C,Robinhood,2025-04-27 10:32:00,4.59,745,1326,0,29,19367,360.8
792,ORD10792,SHOP_C,Robinhood,2025-04-27 10:33:00,2.66,306,1102,0,30,20112,358.9
902,ORD10902,SHOP_C,ShopeeFood,2025-04-27 10:34:00,6.36,520,983,1,31,20418,365.7
608,ORD10608,SHOP_C,Robinhood,2025-04-27 10:37:00,0.61,985,1342,0,32,20938,388.7
463,ORD10463,SHOP_C,GrabFood,2025-04-27 10:39:00,4.31,1116,454,0,33,21923,390.6
51,ORD10051,SHOP_C,LINE_MAN,2025-04-27 10:42:00,6.18,1131,1334,1,34,23039,427.1
84,ORD10084,SHOP_C,Robinhood,2025-04-27 10:42:00,1.24,851,1712,0,35,24170,444.5
107,ORD10107,SHOP_C,GrabFood,2025-04-27 10:43:00,4.8,679,994,0,36,25021,441.1
286,ORD10286,SHOP_C,Robinhood,2025-04-27 10:43:00,7.26,597,1368,0,37,25700,463.4
795,ORD10795,SHOP_C,Robinhood,2025-04-27 10:47:00,3.73,1083,1563,0,38,26297,481.6
385,ORD10385,SHOP_C,GrabFood,2025-04-27 10:49:00,1.22,431,1203,0,39,27380,490.9
273,ORD10273,SHOP_C,GrabFood,2025-04-27 10:50:00,3.58,939,322,1,40,27811,481.9
892,ORD10892,SHOP_C,LINE_MAN,2025-04-27 10:51:00,0.72,951,303,0,41,28750,498.3
259,ORD10259,SHOP_C,LINE_MAN,2025-04-27 10:52:00,6.07,726,553,0,42,29701,515.1
869,ORD10869,SHOP_C,Robinhood,2025-04-27 10:54:00,7.77,773,1319,0,43,30427,545.3
261,ORD10261,SHOP_C,ShopeeFood,2025-04-27 10:57:00,2.44,1007,1660,0,44,31200,571.1
372,ORD10372,SHOP_C,Robinhood,2025-04-27 10:57:00,5.44,285,1155,0,45,32207,561.3
365,ORD10365,SHOP_C,GrabFood,2025-04-27 10:58:00,4.83,524,509,1,46,32492,560.2
193,ORD10193,SHOP_C,Robinhood,2025-04-27 10:59:00,5.67,800,860,0,47,33016,576.0
305,ORD10305,SHOP_C,Robinhood,2025-04-27 10:59:00,4.22,942,1763,0,48,33816,610.7
734,ORD10734,SHOP_C,ShopeeFood,2025-04-27 11:00:00,7.63,1138,366,0,49,34758,602.8
837,ORD10837,SHOP_C,GrabFood,2025-04-27 11:00:00,0.68,670,1208,0,50,35896,634.0
301,ORD10301,SHOP_C,GrabFood,2025-04-27 11:01:00,4.44,697,319,1,51,36566,625.1
686,ORD10686,SHOP_C,LINE_MAN,2025-04-27 11:01:00,4.67,397,205,0,52,37263,623.8
868,ORD10868,SHOP_C,LINE_MAN,2025-04-27 11:01:00,4.53,414,199,0,53,37660,634.8
926,ORD10926,SHOP_C,GrabFood,2025-04-27 11:01:00,7.75,582,1632,0,54,38074,675.7
999,ORD10999,SHOP_C,GrabFood,2025-04-27 11:02:00,0.66,906,709,1,55,38656,671.9
3,ORD10003,SHOP_C,LINE_MAN,2025-04-27 11:03:00,1.41,629,762,1,56,39562,685.4
389,ORD10389,SHOP_C,GrabFood,2025-04-27 11:03:00,6.25,1139,369,0,57,40191,694.0
529,ORD10529,SHOP_C,LINE_MAN,2025-04-27 11:04:00,4.15,1166,421,1,58,41330,709.4
384,ORD10384,SHOP_C,GrabFood,2025-04-27 11:07:00,3.32,905,1254,0,59,42496,743.8
386,ORD10386,SHOP_C,ShopeeFood,2025-04-27 11:07:00,0.94,1145,753,0,60,43401,757.3
918,ORD10918,SHOP_C,Robinhood,2025-04-27 11:07:00,7.99,1069,1434,0,61,44546,782.4
370,ORD10370,SHOP_C,GrabFood,2025-04-27 11:10:00,3.08,953,1039,0,62,45615,794.5
322,ORD10322,SHOP_C,GrabFood,2025-04-27 11:12:00,2.32,631,423,0,63,46568,792.6
638,ORD10638,SHOP_C,ShopeeFood,2025-04-27 11:13:00,2.97,841,287,0,64,47199,805.7
534,ORD10534,SHOP_C,GrabFood,2025-04-27 11:14:00,4.73,913,742,0,65,48040,827.4
703,ORD10703,SHOP_C,LINE_MAN,2025-04-27 11:14:00,5.56,1163,340,0,66,48953,838.1
154,ORD10154,SHOP_C,LINE_MAN,2025-04-27 11:17:00,1.57,1019,1328,0,67,50116,870.8
296,ORD10296,SHOP_C,Robinhood,2025-04-27 11:17:00,7.37,1052,1401,0,68,51135,893.3
165,ORD10165,SHOP_C,GrabFood,2025-04-27 11:18:00,7.58,1131,905,0,69,52187,905.0
499,ORD10499,SHOP_C,ShopeeFood,2025-04-27 11:18:00,2.06,665,1492,0,70,53318,929.6
563,ORD10563,SHOP_C,LINE_MAN,2025-04-27 11:18:00,5.41,417,1157,0,71,53983,926.4
347,ORD10347,SHOP_C,LINE_MAN,2025-04-27 11:19:00,2.41,483,1777,1,72,54400,942.8
402,ORD10402,SHOP_C,LINE_MAN,2025-04-27 11:19:00,1.73,1079,278,0,73,54883,941.6
141,ORD10141,SHOP_C,Robinhood,2025-04-27 11:20:00,7.54,994,930,1,74,55962,965.9
339,ORD10339,SHOP_C,Robinhood,2025-04-27 11:20:00,1.96,666,819,1,75,56956,975.8
772,ORD10772,SHOP_C,GrabFood,2025-04-27 11:21:00,1.16,333,620,0,76,57622,977.6
723,ORD10723,SHOP_C,LINE_MAN,2025-04-27 11:23:00,5.67,517,1457,0,77,57955,996.6
256,ORD10256,SHOP_C,GrabFood,2025-04-27 11:24:00,1.91,678,1276,0,78,58472,1011.1
147,ORD10147,SHOP_C,Robinhood,2025-04-27 11:26:00,1.56,413,304,0,79,59150,999.1
901,ORD10901,SHOP_C,GrabFood,2025-04-27 11:26:00,6.58,538,409,0,80,59563,1007.9
967,ORD10967,SHOP_C,Robinhood,2025-04-27 11:26:00,4.43,531,1088,0,81,60101,1028.2
250,ORD10250,SHOP_C,ShopeeFood,2025-04-27 11:29:00,4.84,1183,1407,0,82,60632,1054.7
320,ORD10320,SHOP_C,Robinhood,2025-04-27 11:31:00,4.05,754,728,1,83,61815,1052.4
422,ORD10422,SHOP_C,ShopeeFood,2025-04-27 11:31:00,4.48,343,1209,0,84,62569,1069.9
221,ORD10221,SHOP_C,LINE_MAN,2025-04-27 11:32:00,2.58,1029,1106,0,85,62912,1083.3
559,ORD10559,SHOP_C,GrabFood,2025-04-27 11:32:00,4.85,932,1059,1,86,63941,1097.8
756,ORD10756,SHOP_C,ShopeeFood,2025-04-27 11:32:00,6.75,613,1547,0,87,64873,1119.2
861,ORD10861,SHOP_C,Robinhood,2025-04-27 11:32:00,3.98,943,1436,0,88,65486,1127.1
115,ORD10115,SHOP_C,Robinhood,2025-04-27 11:33:00,5.64,245,348,0,89,66429,1118.0
187,ORD10187,SHOP_C,ShopeeFood,2025-04-27 11:33:00,2.28,1011,340,1,90,66674,1130.2
390,ORD10390,SHOP_C,Robinhood,2025-04-27 11:33:00,6.52,452,1420,0,91,67685,1160.8
268,ORD10268,SHOP_C,LINE_MAN,2025-04-27 11:34:00,3.85,699,1609,0,92,68137,1173.0
755,ORD10755,SHOP_C,GrabFood,2025-04-27 11:34:00,7.76,1004,361,0,93,68836,1170.4
10,ORD10010,SHOP_C,LINE_MAN,2025-04-27 11:39:00,6.32,602,1012,0,94,69840,1192.1
128,ORD10128,SHOP_C,LINE_MAN,2025-04-27 11:39:00,1.52,507,436,0,95,70442,1192.3
206,ORD10206,SHOP_C,ShopeeFood,2025-04-27 11:40:00,5.92,798,1339,1,96,70949,1217.9
762,ORD10762,SHOP_C,ShopeeFood,2025-04-27 11:40:00,7.34,712,846,0,97,71747,1222.8
182,ORD10182,SHOP_C,LINE_MAN,2025-04-27 11:42:00,1.38,447,1421,1,98,72459,1240.2
904,ORD10904,SHOP_C,LINE_MAN,2025-04-27 11:43:00,6.41,768,1047,0,99,72906,1247.9
120,ORD10120,SHOP_C,Robinhood,2025-04-27 11:44:00,7.36,1005,604,0,100,73674,1257.4
693,ORD10693,SHOP_C,ShopeeFood,2025-04-27 11:44:00,1.77,880,556,0,101,74679,1264.1
753,ORD10753,SHOP_C,GrabFood,2025-04-27 11:44:00,2.27,842,1060,0,102,75559,1291.1
93,ORD10093,SHOP_C,LINE_MAN,2025-04-27 11:46:00,6.72,336,402,0,103,76401,1287.8
651,ORD10651,SHOP_C,GrabFood,2025-04-27 11:46:00,7.9,1042,945,1,104,76737,1316.6
68,ORD10068,SHOP_C,ShopeeFood,2025-04-27 11:47:00,4.64,300,1747,0,105,77779,1328.5
674,ORD10674,SHOP_C,GrabFood,2025-04-27 11:48:00,1.64,963,1621,0,106,78079,1347.9
704,ORD10704,SHOP_C,Robinhood,2025-04-27 11:48:00,2.95,870,913,0,107,79042,1348.3
285,ORD10285,SHOP_C,ShopeeFood,2025-04-27 11:49:00,6.2,998,1200,1,108,79912,1370.1
683,ORD10683,SHOP_C,Robinhood,2025-04-27 11:49:00,7.42,962,1514,1,109,80910,1391.3
89,ORD10089,SHOP_C,ShopeeFood,2025-04-27 11:50:00,2.89,629,1497,0,110,81872,1402.4
257,ORD10257,SHOP_C,GrabFood,2025-04-27 11:51:00,6.44,959,1782,0,111,82501,1413.1
851,ORD10851,SHOP_C,Robinhood,2025-04-27 11:51:00,6.84,461,1769,0,112,83460,1428.2
469,ORD10469,SHOP_C,ShopeeFood,2025-04-27 11:52:00,0.51,838,1790,0,113,83921,1442.8
377,ORD10377,SHOP_C,LINE_MAN,2025-04-27 11:54:00,7.9,739,395,0,114,84759,1426.9
487,ORD10487,SHOP_C,GrabFood,2025-04-27 11:54:00,6.36,356,809,0,115,85498,1438.6
880,ORD10880,SHOP_C,LINE_MAN,2025-04-27 11:56:00,1.93,649,903,0,116,85854,1458.5
554,ORD10554,SHOP_C,ShopeeFood,2025-04-27 11:57:00,6.43,529,1206,0,117,86503,1468.7
626,ORD10626,SHOP_C,ShopeeFood,2025-04-27 11:57:00,5.67,750,517,1,118,87032,1473.6
699,ORD10699,SHOP_C,Robinhood,2025-04-27 11:57:00,3.74,1042,240,1,119,87782,1489.2
807,ORD10807,SHOP_C,ShopeeFood,2025-04-27 11:57:00,5.9,658,1127,1,120,88824,1509.2
965,ORD10965,SHOP_C,ShopeeFood,2025-04-27 11:57:00,4.17,587,470,0,121,89482,1510.5
0,ORD10000,SHOP_C,Robinhood,2025-04-27 11:58:00,4.35,371,185,0,122,90069,1508.8
289,ORD10289,SHOP_C,LINE_MAN,2025-04-27 11:58:00,2.26,670,1415,0,123,90440,1537.4
518,ORD10518,SHOP_C,ShopeeFood,2025-04-27 11:59:00,3.71,842,1700,1,124,91110,1561.7
427,ORD10427,SHOP_C,LINE_MAN,2025-04-27 12:00:00,1.92,554,433,0,125,91952,1551.8
718,ORD10718,SHOP_C,GrabFood,2025-04-27 12:00:00,5.71,382,1508,0,126,92506,1571.1
843,ORD10843,SHOP_C,ShopeeFood,2025-04-27 12:00:00,3.07,280,1151,0,127,92888,1572.8
537,ORD10537,SHOP_C,ShopeeFood,2025-04-27 12:01:00,3.17,282,1789,1,128,93168,1585.5
483,ORD10483,SHOP_C,GrabFood,2025-04-27 12:02:00,3.65,368,1488,1,129,93450,1592.3
639,ORD10639,SHOP_C,ShopeeFood,2025-04-27 12:04:00,7.51,1062,338,0,130,93818,1588.5
42,ORD10042,SHOP_C,ShopeeFood,2025-04-27 12:05:00,4.28,837,196,0,131,94880,1596.0
125,ORD10125,SHOP_C,Robinhood,2025-04-27 12:05:00,0.74,519,900,0,132,95717,1616.2
211,ORD10211,SHOP_C,LINE_MAN,2025-04-27 12:05:00,7.65,661,1063,0,133,96236,1633.5
903,ORD10903,SHOP_C,Robinhood,2025-04-27 12:05:00,4.47,460,1469,0,134,96897,1648.7
290,ORD10290,SHOP_C,ShopeeFood,2025-04-27 12:08:00,5.9,252,1332,0,135,97357,1646.7
368,ORD10368,SHOP_C,LINE_MAN,2025-04-27 12:08:00,6.85,327,1668,0,136,97609,1655.6
281,ORD10281,SHOP_C,ShopeeFood,2025-04-27 12:09:00,6.81,852,1579,0,137,97936,1673.8
849,ORD10849,SHOP_C,GrabFood,2025-04-27 12:10:00,7.74,878,576,1,138,98788,1669.7
504,ORD10504,SHOP_C,GrabFood,2025-04-27 12:11:00,5.43,275,1168,1,139,99666,1687.0
764,ORD10764,SHOP_C,ShopeeFood,2025-04-27 12:12:00,4.79,907,1418,1,140,99941,1706.0
779,ORD10779,SHOP_C,ShopeeFood,2025-04-27 12:12:00,4.13,811,940,0,141,100848,1707.8
356,ORD10356,SHOP_C,Robinhood,2025-04-27 12:13:00,0.71,421,572,1,142,101659,1703.1
742,ORD10742,SHOP_C,GrabFood,2025-04-27 12:13:00,6.37,349,680,1,143,102080,1715.7
173,ORD10173,SHOP_C,LINE_MAN,2025-04-27 12:14:00,1.71,632,928,0,144,102429,1732.8
185,ORD10185,SHOP_C,LINE_MAN,2025-04-27 12:15:00,7.87,348,1485,0,145,103061,1751.9
413,ORD10413,SHOP_C,Robinhood,2025-04-27 12:16:00,6.66,653,680,0,146,103409,1746.7
872,ORD10872,SHOP_C,ShopeeFood,2025-04-27 12:17:00,0.89,1060,423,0,147,104062,1757.8
565,ORD10565,SHOP_C,ShopeeFood,2025-04-27 12:18:00,5.75,843,194,0,148,105122,1770.2
914,ORD10914,SHOP_C,ShopeeFood,2025-04-27 12:18:00,6.75,734,867,1,149,105965,1789.9
652,ORD10652,SHOP_C,GrabFood,2025-04-27 12:20:00,7.48,524,1593,0,150,106699,1812.6
45,ORD10045,SHOP_C,ShopeeFood,2025-04-27 12:21:00,3.74,543,573,0,151,107223,1805.6
477,ORD10477,SHOP_C,LINE_MAN,2025-04-27 12:22:00,3.44,1165,893,0,152,107766,1831.1
986,ORD10986,SHOP_C,LINE_MAN,2025-04-27 12:22:00,3.52,598,184,0,153,108931,1827.5
587,ORD10587,SHOP_C,GrabFood,2025-04-27 12:23:00,4.82,300,1505,0,154,109529,1856.4
81,ORD10081,SHOP_C,LINE_MAN,2025-04-27 12:25:00,2.59,877,745,0,155,109829,1863.8
804,ORD10804,SHOP_C,ShopeeFood,2025-04-27 12:28:00,2.9,310,841,0,156,110706,1861.2
937,ORD10937,SHOP_C,Robinhood,2025-04-27 12:29:00,1.2,676,833,0,157,111016,1875.9
619,ORD10619,SHOP_C,LINE_MAN,2025-04-27 12:31:00,0.68,487,649,1,158,111692,1879.9
874,ORD10874,SHOP_C,LINE_MAN,2025-04-27 12:31:00,4.12,729,1765,0,159,112179,1910.1
988,ORD10988,SHOP_C,LINE_MAN,2025-04-27 12:31:00,6.04,1052,942,1,160,112908,1915.2
175,ORD10175,SHOP_C,GrabFood,2025-04-27 12:32:00,6.6,724,548,0,161,113960,1919.8
392,ORD10392,SHOP_C,ShopeeFood,2025-04-27 12:32:00,7.64,752,1451,0,162,114684,1945.8
586,ORD10586,SHOP_C,GrabFood,2025-04-27 12:33:00,5.36,1040,1116,0,163,115436,1957.3
678,ORD10678,SHOP_C,GrabFood,2025-04-27 12:34:00,4.04,529,898,0,164,116476,1958.4
509,ORD10509,SHOP_C,LINE_MAN,2025-04-27 12:37:00,5.5,748,530,1,165,117005,1970.8
981,ORD10981,SHOP_C,ShopeeFood,2025-04-27 12:37:00,4.87,630,1298,0,166,117753,1990.4
345,ORD10345,SHOP_C,ShopeeFood,2025-04-27 12:39:00,7.83,742,1539,0,167,118383,2010.7
542,ORD10542,SHOP_C,LINE_MAN,2025-04-27 12:40:00,4.38,1176,629,0,168,119125,2017.1
75,ORD10075,SHOP_C,Robinhood,2025-04-27 12:41:00,2.01,412,1174,0,169,120301,2027.4
459,ORD10459,SHOP_C,LINE_MAN,2025-04-27 12:43:00,2.1,310,928,0,170,120713,2030.9
871,ORD10871,SHOP_C,GrabFood,2025-04-27 12:44:00,6.34,252,1083,1,171,121023,2043.2
521,ORD10521,SHOP_C,Robinhood,2025-04-27 12:47:00,2.35,689,879,0,172,121275,2047.1
502,ORD10502,SHOP_C,Robinhood,2025-04-27 12:48:00,6.51,723,1577,0,173,121964,2072.2
13,ORD10013,SHOP_C,GrabFood,2025-04-27 12:50:00,3.67,1130,1757,1,174,122687,2088.1
642,ORD10642,SHOP_C,LINE_MAN,2025-04-27 12:51:00,2.13,1126,1508,0,175,123817,2109.6
515,ORD10515,SHOP_C,GrabFood,2025-04-27 12:52:00,4.38,961,759,0,176,124943,2112.1
908,ORD10908,SHOP_C,LINE_MAN,2025-04-27 12:53:00,3.43,1008,380,0,177,125904,2118.7
398,ORD10398,SHOP_C,ShopeeFood,2025-04-27 12:54:00,5.82,571,1685,0,178,126912,2154.6
706,ORD10706,SHOP_C,LINE_MAN,2025-04-27 12:54:00,0.54,792,1198,0,179,127483,2152.2
579,ORD10579,SHOP_C,GrabFood,2025-04-27 12:56:00,5.11,901,1635,0,180,128275,2181.9
980,ORD10980,SHOP_C,GrabFood,2025-04-27 12:56:00,4.99,1070,837,0,181,129176,2182.1
210,ORD10210,SHOP_C,ShopeeFood,2025-04-27 13:00:00,4.67,421,191,0,182,130246,2181.1
326,ORD10326,SHOP_C,Robinhood,2025-04-27 13:00:00,6.11,346,817,0,183,130667,2197.9
229,ORD10229,SHOP_C,GrabFood,2025-04-27 13:01:00,5.07,1082,846,1,184,131013,2216.9
405,ORD10405,SHOP_C,GrabFood,2025-04-27 13:01:00,0.86,542,916,0,185,132095,2226.3
146,ORD10146,SHOP_C,Robinhood,2025-04-27 13:03:00,6.51,609,436,0,186,132637,2228.1
46,ORD10046,SHOP_C,Robinhood,2025-04-27 13:04:00,7.24,768,1760,1,187,133246,2262.2
100,ORD10100,SHOP_C,GrabFood,2025-04-27 13:04:00,3.81,1095,1654,0,188,134014,2279.4
730,ORD10730,SHOP_C,LINE_MAN,2025-04-27 13:04:00,1.83,270,1641,1,189,135109,2290.3
311,ORD10311,SHOP_C,GrabFood,2025-04-27 13:08:00,4.0,358,1471,0,190,135379,2284.6
632,ORD10632,SHOP_C,LINE_MAN,2025-04-27 13:08:00,7.2,326,239,0,191,135737,2267.2
2,ORD10002,SHOP_C,LINE_MAN,2025-04-27 13:10:00,5.0,388,600,0,192,136063,2279.8
841,ORD10841,SHOP_C,Robinhood,2025-04-27 13:11:00,6.23,790,622,0,193,136451,2296.6
387,ORD10387,SHOP_C,LINE_MAN,2025-04-27 13:14:00,3.67,586,898,0,194,137241,2310.9
827,ORD10827,SHOP_C,Robinhood,2025-04-27 13:16:00,1.77,510,1072,0,195,137827,2325.8
362,ORD10362,SHOP_C,LINE_MAN,2025-04-27 13:17:00,2.16,764,1328,0,196,138337,2347.2
910,ORD10910,SHOP_C,LINE_MAN,2025-04-27 13:17:00,3.76,446,1426,0,197,139101,2356.1
428,ORD10428,SHOP_C,Robinhood,2025-04-27 13:19:00,3.75,691,1772,0,198,139547,2366.5
616,ORD10616,SHOP_C,GrabFood,2025-04-27 13:21:00,2.42,1024,1315,0,199,140238,2376.7
979,ORD10979,SHOP_C,GrabFood,2025-04-27 13:21:00,5.86,258,445,0,200,141262,2370.8
40,ORD10040,SHOP_C,Robinhood,2025-04-27 13:22:00,6.98,493,510,0,201,141520,2373.8
943,ORD10943,SHOP_C,GrabFood,2025-04-27 13:25:00,5.11,624,1563,0,202,142013,2413.7
14,ORD10014,SHOP_C,LINE_MAN,2025-04-27 13:26:00,5.98,352,1195,1,203,142637,2398.6
710,ORD10710,SHOP_C,Robinhood,2025-04-27 13:26:00,7.45,1016,240,0,204,142989,2402.7
383,ORD10383,SHOP_C,ShopeeFood,2025-04-27 13:27:00,5.98,383,1579,0,205,144005,2430.9
776,ORD10776,SHOP_C,GrabFood,2025-04-27 13:28:00,1.2,570,943,1,206,144388,2432.2
665,ORD10665,SHOP_C,LINE_MAN,2025-04-27 13:29:00,2.05,1002,1169,0,207,144958,2460.7
644,ORD10644,SHOP_C,Robinhood,2025-04-27 13:30:00,2.23,912,604,0,208,145960,2461.3
953,ORD10953,SHOP_C,Robinhood,2025-04-27 13:30:00,5.72,455,904,1,209,146872,2469.8
858,ORD10858,SHOP_C,GrabFood,2025-04-27 13:31:00,5.97,278,854,0,210,147327,2479.3
394,ORD10394,SHOP_C,LINE_MAN,2025-04-27 13:32:00,4.02,959,272,0,211,147605,2482.2
621,ORD10621,SHOP_C,ShopeeFood,2025-04-27 13:32:00,6.57,606,1446,0,212,148564,2511.4
670,ORD10670,SHOP_C,LINE_MAN,2025-04-27 13:32:00,6.19,635,881,0,213,149170,2511.0
698,ORD10698,SHOP_C,LINE_MAN,2025-04-27 13:32:00,6.55,556,276,0,214,149805,2506.7
942,ORD10942,SHOP_C,ShopeeFood,2025-04-27 13:32:00,4.1,659,951,0,215,150361,2534.3
104,ORD10104,SHOP_C,LINE_MAN,2025-04-27 13:33:00,6.31,319,1080,0,216,151020,2537.6
593,ORD10593,SHOP_C,GrabFood,2025-04-27 13:33:00,1.43,410,193,1,217,151339,2529.8
596,ORD10596,SHOP_C,GrabFood,2025-04-27 13:33:00,1.26,819,966,0,218,151749,2562.3
137,ORD10137,SHOP_C,Robinhood,2025-04-27 13:35:00,0.89,806,1083,1,219,152568,2571.2
583,ORD10583,SHOP_C,Robinhood,2025-04-27 13:35:00,3.29,797,988,0,220,153374,2582.8
977,ORD10977,SHOP_C,ShopeeFood,2025-04-27 13:35:00,2.99,807,759,0,221,154171,2596.4
511,ORD10511,SHOP_C,LINE_MAN,2025-04-27 13:36:00,3.45,544,486,0,222,154978,2599.7
810,ORD10810,SHOP_C,GrabFood,2025-04-27 13:37:00,0.77,922,690,1,223,155522,2620.7
473,ORD10473,SHOP_C,LINE_MAN,2025-04-27 13:38:00,4.56,428,1573,0,224,156444,2637.5
204,ORD10204,SHOP_C,Robinhood,2025-04-27 13:43:00,4.8,983,1420,0,225,156872,2654.3
922,ORD10922,SHOP_C,Robinhood,2025-04-27 13:44:00,4.02,530,1065,0,226,157855,2655.7
64,ORD10064,SHOP_C,ShopeeFood,2025-04-27 13:45:00,4.54,786,434,0,227,158385,2659.0
737,ORD10737,SHOP_C,GrabFood,2025-04-27 13:45:00,4.35,683,1375,1,228,159171,2692.0
73,ORD10073,SHOP_C,Robinhood,2025-04-27 13:46:00,7.53,945,1332,0,229,159854,2701.0
592,ORD10592,SHOP_C,ShopeeFood,2025-04-27 13:46:00,7.7,1026,386,0,230,160799,2706.6
682,ORD10682,SHOP_C,LINE_MAN,2025-04-27 13:47:00,5.66,795,1263,1,231,161825,2726.2
346,ORD10346,SHOP_C,GrabFood,2025-04-27 13:49:00,3.83,1165,456,0,232,162620,2739.2
181,ORD10181,SHOP_C,LINE_MAN,2025-04-27 13:50:00,7.98,266,294,0,233,163785,2739.9
291,ORD10291,SHOP_C,LINE_MAN,2025-04-27 13:52:00,5.83,523,1253,0,234,164051,2763.6
420,ORD10420,SHOP_C,GrabFood,2025-04-27 13:52:00,4.69,685,1760,0,235,164574,2786.1
94,ORD10094,SHOP_C,LINE_MAN,2025-04-27 13:54:00,6.02,333,521,0,236,165259,2774.7
317,ORD10317,SHOP_C,GrabFood,2025-04-27 13:54:00,2.18,280,1094,1,237,165592,2785.1
134,ORD10134,SHOP_C,GrabFood,2025-04-27 13:55:00,4.6,1055,1404,0,238,165872,2811.5
754,ORD10754,SHOP_C,ShopeeFood,2025-04-27 13:55:00,4.89,764,951,0,239,166927,2808.7
424,ORD10424,SHOP_C,Robinhood,2025-04-27 13:56:00,1.6,387,1492,0,240,167691,2819.2
457,ORD10457,SHOP_D,GrabFood,2025-04-27 10:01:00,7.28,1144,399,1,0,0,26.6
